,Name,Author,Price
1838,A Thousand Boy Kisses,Tillie Cole,US$14.54
1839,Things We Left Behind,Lucy Score,US$13.94
1840,Speak Italian,Bruno Munari,US$16.93
1841,Surface Decoration for Ceramics,Claire Ireland,US$30.17
1842,Normal People,Sally Rooney,US$14.12
1843,Matilda,Roald Dahl,US$12.07
1844,Animal Farm,George Orwell,"US$11.19
                        
                             US$17.75"
1845,Good Inside,Dr Becky Kennedy,US$22.00
1846,Cleopatra and Frankenstein,Coco Mellors,US$15.87
1847,"My Hero Academia, Vol. 33",Kohei Horikoshi,US$13.06
1848,"Chainsaw Man, Vol. 9",Tatsuki Fujimoto,US$12.20
1849,I Wish I Knew,Donna Ashworth,"US$13.13
                        
                             US$16.99"
1850,Invisible Women,Caroline Criado Perez,US$16.08
1851,Birnam Wood,Eleanor Catton,US$25.30
1852,The Ruthless Elimination of Hurry,John Mark Comer,"US$16.74
                        
                             US$18.08"
1853,"The Sun, the Sea and the Stars",Iulia Bochis,US$21.90
1854,A Court of Silver Flames,Sarah J. Maas,US$19.30
1855,Dear Zoo,Rod Campbell,US$11.43
1856,One True Loves,Taylor Jenkins Reid,US$13.66
1857,Baking Yesteryear,Author B. Dylan Hollis,US$32.00
1858,"Philadelphia, Here I Come",Brian Friel,"US$11.98
                        
                             US$16.00"
1859,ADHD 2.0,Edward M. Hallowell,"US$15.92
                        
                             US$18.00"
1860,Why Has Nobody Told Me This Before?,Dr Julie Smith,US$24.65
1861,Braiding Sweetgrass,Robin Wall Kimmerer,US$16.00
1862,"Villains Are Destined to Die, Vol. 2",Gwon Gyeoeul,US$24.26
1863,The Rainbow Fish,Marcus Pfister,US$11.16
1864,Come as You Are: Revised and Updated,Emily Nagoski,US$22.51
1865,"The Angel Next Door Spoils Me Rotten, Vol. 5 (light novel)",Saekisan,US$15.51
1866,"Chainsaw Man, Vol. 10",Tatsuki Fujimoto,US$11.68
1867,"Chainsaw Man, Vol. 8",Tatsuki Fujimoto,US$12.23
1868,"Chainsaw Man, Vol. 3",Tatsuki Fujimoto,US$11.73
1869,"Chainsaw Man, Vol. 2",Tatsuki Fujimoto,US$11.73
1870,Time to Think,Hannah Barnes,US$24.12
1871,Living Untethered,Michael A. Singer,"US$17.02
                        
                             US$18.95"
1872,Look Inside Our World,Emily Bone,US$18.12
1873,How To Do The Work,Nicole LePera,"US$19.45
                        
                             US$20.49"
1874,Harry Potter Box Set: The Complete Collection (Children's Paperback),J. K. Rowling,"US$119.06
                        
                             US$259.95"
1875,The Lion Inside,Rachel Bright,US$15.05
1876,Sparring Partners,John Grisham,US$12.19
1877,Magnolia Parks: The Long Way Home,Jessa Hastings,US$21.43
1878,The Funniest Boy in the World,Helen Rutter,US$12.14
1879,Manifest: Dive Deeper,Roxie Nafousi,US$23.71
1880,Sapiens,Yuval Noah Harari,US$19.09
1881,The Last Bear,Hannah Gold,US$13.52
1882,"Given, Vol. 7",Natsuki Kizu,US$14.19
1883,"Jujutsu Kaisen, Vol. 18",Gege Akutami,US$11.68
1884,The Mountain Is You,Brianna Wiest,US$31.86
1885,Atlas of the Heart,Brené Brown,US$47.57
1886,How to make the best coffee at home,James Hoffmann,US$22.54
1887,Ego is the Enemy,Ryan Holiday,"US$12.86
                        
                             US$15.87"
1888,The Courage To Be Disliked,Ichiro Kishimi,US$14.33
1889,Rich Dad Poor Dad,Robert T. Kiyosaki,US$13.22
1890,Heaven,Mieko Kawakami,US$12.92
1891,Dune Messiah,Frank Herbert,US$12.10
1892,Hamnet,Maggie O'Farrell,US$14.77
1893,Confess,Colleen Hoover,"US$12.46
                        
                             US$15.00"
1894,The Inner Game of Tennis,W Timothy Gallwey,US$13.64
1895,Fast Like a Girl,Dr. Mindy Pelz,US$27.07
1896,how sunflowers bloom under moonlight,Isabella Dorta,US$18.28
1897,Freezing Order,Bill Browder,US$14.55
1898,Shuna's Journey,Hayao Miyazaki,"US$26.22
                        
                             US$27.99"
1899,The Little Book of Common Sense Investing,John C. Bogle,"US$20.96
                        
                             US$24.95"
1900,Beautiful Oops!,Barney Saltzberg,US$18.52
1901,The Original Rider Waite Tarot Deck,A.E. Waite,"US$18.69
                        
                             US$21.70"
1902,Warbreaker,Brandon Sanderson,"US$17.47
                        
                             US$19.50"
1903,The Bell Jar,Sylvia Plath,US$13.42
1904,Bobby Fischer Teaches Chess,Bobby Fischer,US$11.65
1905,Lockwood & Co: The Screaming Staircase,Jonathan Stroud,US$14.44
1906,Vermeer - The Rijksmuseum's major exhibition catalogue,,US$65.00
1907,Young Forever,Dr Mark Hyman,US$33.11
1908,Why We Sleep,Matthew Walker,US$15.68
1909,Empower Your Inner Psychic,Theresa Cheung,US$21.54
1910,"Oh, The Places You'll Go!",Dr. Seuss,"US$12.97
                        
                             US$15.50"
1911,the Silva Mind Control Method,Jose Silva,US$19.13
1912,"[Oshi No Ko], Vol. 1",Aka Akasaka,US$15.77
1913,"Chainsaw Man, Vol. 11",Tatsuki Fujimoto,US$12.02
1914,The Little Prince,Antoine de Saint-Exupery,US$6.11
1915,Unmasking Autism,Devon Price,US$20.93
1916,Age Proof,Professor Rose Anne Kenny,"US$13.40
                        
                             US$17.99"
1917,Bunny,Mona Awad,US$16.14
1918,The Artist's Way,Julia Cameron,US$24.44
1919,Food for Life,Tim Spector,"US$31.58
                        
                             US$39.99"
1920,The Comfort Book,Matt Haig,US$12.63
1921,Dare to Lead,Brené Brown,US$19.80
1922,The Obstacle is the Way,Ryan Holiday,"US$13.39
                        
                             US$15.08"
1923,Remnants of Filth: Yuwu (Novel) Vol. 1,Rou Bao Bu Chi Rou,US$19.99
1924,The Complete Life and Times of Scrooge McDuck Volume 1,Don Rosa,US$56.31
1925,Blue Lock 5,Muneyuki Kaneshiro,US$15.93
1926,Brain Energy,Christopher M. Palmer,US$29.26
1927,Six Crimson Cranes,Elizabeth Lim,US$14.11
1928,Dopamine Nation,Dr Anna Lembke,"US$12.76
                        
                             US$13.26"
1929,The Happiness Trap 2nd Edition,Russ Harris,US$16.61
1930,A Little Life,Hanya Yanagihara,US$20.13
1931,Loathe To Love You,Ali Hazelwood,US$13.96
1932,Mythos,Stephen Fry,US$16.69
1933,As Good As Dead,Holly Jackson,US$16.91
1934,Restore Me,Tahereh Mafi,US$14.73
1935,Daisy Haites: The Great Undoing,Jessa Hastings,US$18.78
1936,Worst Week Ever! Monday,Eva Amores,US$11.86
1937,It Starts with Us,Colleen Hoover,US$22.24
1938,The 5 Love Languages,Gary Chapman,US$17.40
1939,Never Let Me Go,Kazuo Ishiguro,US$13.88
1940,Fight Club,Chuck Palahniuk,"US$10.91
                        
                             US$11.25"
1941,Godkiller,Hannah Kaner,US$25.90
1942,The Day the Crayons Quit,Drew Daywalt,US$14.64
1943,"Chainsaw Man, Vol. 1",Tatsuki Fujimoto,US$15.69
1944,Duncan Edwards: Eternal,Wayne Barton,US$27.12
1945,The Concise Laws of Human Nature,Robert Greene,US$13.08
1946,Victory City,Salman Rushdie,US$30.49
1947,"Piano Exam Pieces 2023 & 2024, ABRSM Grade 8",ABRSM,US$22.67
1948,Hold on to Your Kids,Gabor Mate,US$17.01
1949,The Maria Thun Biodynamic Calendar 2023: 2023,Titia Thun,US$13.70
1950,Numberblocks Annual 2023,Sweet Cherry Publishing,US$18.81
1951,Way of the Superior Man,David Deida,US$21.92
1952,Rich Dad Poor Dad,Robert T. Kiyosaki,US$12.98
1953,The Last Remains,Elly Griffiths,US$26.47
1954,The Last Tale of the Flower Bride,Roshani Chokshi,US$21.52
1955,The Art and Making of Hogwarts Legacy: Exploring the Unwritten Wizarding World,Warner Bros.,US$61.54
1956,Harry Potter and the Philosopher's Stone: MinaLima Edition,J. K. Rowling,US$44.41
1957,The Reverse Coloring Book (TM): Through the Seasons,Kendra Norton,US$18.38
1958,"The Long Way to a Small, Angry Planet",Becky Chambers,US$9.41
1959,"Don't Be Cruel, Vol. 6",Yonezou Nekota,US$15.26
1960,The Salt Path,Raynor Winn,US$13.57
1961,Legends & Lattes,Travis Baldree,US$20.05
1962,It Didn't Start With You,Mark Wolynn,US$19.90
1963,Rider-Waite Tarot Deck,Pamela Colman Smith,"US$21.03
                        
                             US$21.95"
1964,New Naturalism,Kelly D. Norris,US$34.35
1965,The Alloy of Law,Brandon Sanderson,"US$12.38
                        
                             US$20.25"
1966,Do Androids Dream Of Electric Sheep?: The inspiration behind Blade Runner and Blade Runner 2049,Philip K. Dick,"US$10.87
                        
                             US$12.50"
1967,Klara and the Sun,Kazuo Ishiguro,US$14.69
1968,Holes,Louis Sachar,US$11.88
1969,The Climate Book,Greta Thunberg,US$44.17
1970,Beyond Order,Jordan B. Peterson,US$16.14
1971,The Very Hungry Caterpillar: Little Learning Library,Eric Carle,US$13.39
1972,Roald Dahl's Marvellous Joke Book,Roald Dahl,US$9.85
1973,Quiet,Susan Cain,US$15.35
1974,Letters from a Stoic,Seneca,"US$13.78
                        
                             US$17.00"
1975,Secretly Yours,Tessa Bailey,"US$14.33
                        
                             US$17.99"
1976,Assassin's Apprentice,Robin Hobb,US$14.91
1977,The Tiger Who Came to Tea,Judith Kerr,US$12.90
1978,Una Luz En La Llama,Jennifer Armentrout,US$22.07
1979,"Chainsaw Man, Vol. 7",Tatsuki Fujimoto,US$12.05
1980,Me vs Brain,Hayley Morris,US$34.21
1981,Atomic Habits,James Clear,US$23.29
1982,The Letters I Will Never Send,Isabella Dorta,US$18.08
1983,It Ends With Us: The most heartbreaking novel you'll ever read,Colleen Hoover,US$12.98
1984,Final Offer,Lauren Asher,US$15.71
1985,The Body Keeps the Score,Bessel van der Kolk,US$18.95
1986,UPROAR!,Alice Loxton,US$30.15
1987,Verity,Colleen Hoover,US$13.30
1988,Icebreaker,Hannah Grace,US$13.43
1989,Timeless Textured Baby Crochet,Vita Apala,US$24.99
1990,The Midnight Library,Matt Haig,US$12.46
1991,Before the Coffee Gets Cold,Toshikazu Kawaguchi,US$13.48
1992,Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,US$13.13
1993,The Psychology of Money,Morgan Housel,US$19.07
1994,The Fine Print,Lauren Asher,US$14.44
1995,How to Paint Without a Brush,Red Hong Yi,US$35.00
1996,The Reverse Coloring Book (R),Kendra Norton,US$17.42
1997,Twisted Love,Ana Huang,US$13.65
1998,The Mini ADHD Coach,Alice Gendron,US$20.49
1999,Small Things Like These,Claire Keegan,US$11.88
2000,Terms and Conditions,Lauren Asher,US$14.88
2001,12 Rules for Life,Jordan B. Peterson,US$16.29
2002,The Daily Stoic,Ryan Holiday,US$15.03
2003,Things We Never Got Over,Lucy Score,US$14.27
2004,I Don't Need Therapy,Toni Lodge,US$22.82
2005,Glucose Revolution,Jessie Inchauspe,"US$18.72
                        
                             US$20.49"
2006,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 5,Mo Xiang Tong Xiu,US$24.19
2007,Spare,Prince Harry the Duke of Sussex,"US$28.50
                        
                             US$33.77"
2008,Things We Hide From The Light,Lucy Score,US$15.13
2009,The Silent Patient,Alex Michaelides,US$11.89
2010,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 5 (Special Edition),Mo Xiang Tong Xiu;,US$26.99
2011,Twisted Games,Ana Huang,US$14.53
2012,The One Thing,Gary Keller,"US$12.12
                        
                             US$13.26"
2013,Bored of Lunch: The Healthy Slow Cooker Book,Nathan Anthony,US$29.09
2014,"The Boy, The Mole, The Fox and The Horse",Charlie Mackesy,US$24.78
2015,Strong Female Character,Fern Brady,"US$20.23
                        
                             US$20.49"
2016,Chain of Thorns,Cassandra Clare,US$37.73
2017,The Husky and His White Cat Shizun: Erha He Ta De Bai Mao Shizun (Novel) Vol. 2,Rou Bao Bu Chi Rou,US$25.98
2018,The Parenting Map,Shefali Tsabary,US$37.72
2019,Where the Crawdads Sing,Delia Owens,US$12.84
2020,Four Thousand Weeks,Oliver Burkeman,US$14.76
2021,Attached,Amir Levine,US$14.98
2022,Foster,Claire Keegan,US$11.87
2023,Everything I Know About Love,Dolly Alderton,US$15.56
2024,Manifest,Roxie Nafousi,US$21.33
2025,"Thinking, Fast and Slow",Daniel Kahneman,"US$18.54
                        
                             US$20.25"
2026,The Secret History,Donna Tartt,US$17.12
2027,Daisy Jones and The Six,Taylor Jenkins Reid,US$15.06
2028,Ugly Love,Colleen Hoover,"US$12.66
                        
                             US$13.00"
2029,Twisted Lies,Ana Huang,US$15.57
2030,Climate,Whitney Hanson,US$19.87
2031,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 4,Mo Xiang Tong Xiu,US$22.48
2032,Twisted Hate,Ana Huang,US$15.16
2033,A Man Called Ove,Fredrik Backman,US$11.58
2034,The Untethered Soul,Michael A. Singer,"US$16.74
                        
                             US$18.95"
2035,King of Wrath,Ana Huang,US$14.06
2036,The Thursday Murder Club,Richard Osman,US$13.78
2037,Heaven Official's Blessing,Mo Xiang Tong Xiu,US$22.48
2038,The Song of Achilles,Madeline Miller,US$14.48
2039,Gothikana: A Dark Academia Gothic Romance: TikTok Made Me Buy it!,RuNyx,US$14.59
2040,The Invisible Life of Addie LaRue - Illustrated edition,V.E. Schwab,US$26.10
2041,Girl in Pieces,Kathleen Glasgow,US$14.58
2042,No Bad Parts,Richard C. Schwartz,"US$15.82
                        
                             US$19.99"
2043,Once Upon A Broken Heart,Stephanie Garber,US$13.71
2044,The Science of Stuck: Breaking Through Inertia to Find Your Path Forward,Britt Frank,"US$17.29
                        
                             US$18.08"
2045,Sabai,Pailin Chongchitnant,US$63.43
2046,Emily Wilde's Encyclopaedia of Faeries,Heather Fawcett,US$24.86
2047,Start With Why,Simon Sinek,"US$13.63
                        
                             US$21.75"
2048,The Concise 48 Laws Of Power,Robert Greene,"US$12.12
                        
                             US$15.50"
2049,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 4,Mo Xiang Tong Xiu,US$23.18
2050,Adult Children of Emotionally Immature Parents,Lindsay C Gibson,"US$17.18
                        
                             US$18.95"
2051,The Invisible String,Patrice Karst,US$13.16
2052,All About Love,bell hooks,"US$14.75
                        
                             US$16.99"
2053,Never Split the Difference,Chris Voss,US$14.76
2054,The Things We Leave Unfinished,Rebecca Yarros,US$15.00
2055,"Vagabond (VIZBIG Edition), Vol. 2",Takehiko Inoue,US$31.77
2056,Magnolia Parks,Jessa Hastings,US$19.63
2057,No Longer Human,Osamu Dazai,US$15.45
2058,The Art of War,Sun Tzu,US$6.32
2059,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 3,Mo Xiang Tong Xiu,US$20.54
2060,The Parenting Map,Dr Shefali Tsabary,US$33.73
2061,Young Forever,Mark Hyman,"US$19.84
                        
                             US$20.49"
2062,Cold Enough for Snow,Jessica Au,"US$13.19
                        
                             US$15.00"
2063,The Herbal Astrology Oracle,Adriana Ayales,"US$21.00
                        
                             US$26.99"
2064,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 2,Mo Xiang Tong Xiu,US$19.84
2065,Better Than the Movies,Lynn Painter,US$14.22
2066,If We Were Villains: The Sensational TikTok Book Club pick,M. L. Rio,US$15.08
2067,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 6,Mo Xiang Tong Xiu,US$19.99
2068,The Mysteries,Bill Watterson,US$19.99
2069,Have You Filled A Bucket Today?,Carol McCloud,US$13.38
2070,Leviathan Falls,James S. A. Corey,US$16.10
2071,The Man Who Died Twice,Richard Osman,US$14.38
2072,Meditations,Marcus Aurelius,US$13.37
2073,Three Widows,Patricia Gibney,US$22.71
2074,There Are Moms Way Worse Than You,Glenn Boozan,US$18.44
2075,"Vagabond (VIZBIG Edition), Vol. 3",Takehiko Inoue,US$31.39
2076,A Good Girl's Guide to Murder,Holly Jackson,US$14.09
2077,Deep Work,Cal Newport,"US$17.84
                        
                             US$18.08"
2078,Women Who Run with the Wolves,Clarissa Pinkola Estes,US$14.80
2079,When the Body Says No,Gabor Mate,US$16.72
2080,The Husky and His White Cat Shizun: Erha He Ta De Bai Mao Shizun (Novel) Vol. 1,Rou Bao Bu Chi Rou,US$20.54
2081,Look Inside Your Body,Louie Stowell,US$19.35
2082,1984,George Orwell,"US$12.79
                        
                             US$17.75"
2083,Lessons in Chemistry,Bonnie Garmus,US$12.05
2084,Scattered Minds,Gabor Mate,US$17.16
2085,Reminders of Him,Colleen Hoover,"US$15.73
                        
                             US$15.95"
2086,A Court of Thorns and Roses,Sarah J. Maas,US$14.44
2087,"Vagabond (VIZBIG Edition), Vol. 1",Takehiko Inoue,US$34.23
2088,Meditations,Marcus Aurelius,US$11.65
2089,Die With Zero,Bill Perkins,US$19.22
2090,"Chainsaw Man, Vol. 4",Tatsuki Fujimoto,US$11.76
2091,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 7,Mo Xiang Tong Xiu,US$19.99
2092,The Case Against the Sexual Revolution,L Perry,"US$18.28
                        
                             US$19.95"
2093,I Want My Hat Back,Jon Klassen,"US$11.18
                        
                             US$15.50"
2094,The Light Seer's Tarot,Chris-Anne,"US$22.81
                        
                             US$24.99"
